testcase_,1_mean,1_min,1_max,2_mean,2_min,2_max,best_mean,best_min,best_max,1_mean_gflops,1_min_gflops,1_max_gflops,2_mean_gflops,2_min_gflops,2_max_gflops,best_mean_gflops,best_min_gflops,best_max_gflops
0,2.3936e-05,2.2272e-05,2.6592e-05,2.1162666666666663e-05,2.0992e-05,2.1344e-05,2.1098666666666665e-05,2.0992e-05,2.128e-05,2803.679,2523.649,3013.149,3171.097,3144.156,3196.878,3180.716,3153.612,3196.878
1,0.0003222826666666,0.00030656,0.000348288,0.000301536,0.000294848,0.000312,0.0002957439999999,0.000293696,0.000297952,13326.709,12331.655,14010.201,14243.63,13765.921,14566.717,14522.585,14414.964,14623.854
2,1.856e-05,1.7344e-05,1.936e-05,1.7568000000000002e-05,1.68e-05,1.8624e-05,1.6896e-05,1.68e-05,1.6992e-05,2711.834,2599.775,2901.963,2864.962,2702.515,2995.931,2978.909,2962.079,2995.931
3,0.0001782613333333,0.000163616,0.000189088,0.0001720639999999,0.000163616,0.000181824,0.0001649493333333,0.000161824,0.000170752,13552.682,12776.692,14765.788,14040.817,13287.13,14765.788,14646.431,14148.702,14929.3
4,0.0003576426666666,0.000333408,0.000405824,0.0003548373333333,0.000329536,0.00040496,0.00033664,0.000327872,0.000352032,12009.102,10583.325,12882.016,12104.046,10605.905,13033.378,12758.339,12200.502,13099.524
5,0.000255808,0.000247424,0.000266624,0.0002492266666666,0.000247424,0.000252288,0.0002461333333333,0.000239168,0.000252,9444.267,9061.146,9764.288,9693.662,9576.037,9764.288,9815.489,9586.981,10101.348
